"geneNames","logpPred","t0LUADoverLUSC","mStop","deviance","aic"
"GSK3B",-69,0.657,16,320,398
"EPDR1",-69,2.63,14,322,398
"LRRC58",-68.9,0.6,16,357,437
"GFOD1",-68.9,0.423,17,389,470
"ANAPC7",-68.8,0.661,17,360,442
"KCNQ3",-68.7,5.43,17,677,760
"FAM149A",-68.6,2.73,16,314,392
"VTA1",-68.5,0.669,15,326,401
"CSNK2A1",-68.5,0.631,17,316,399
"CENPM",-68.4,0.445,16,335,414
"SLC37A1",-68.4,1.86,18,469,555
"MTMR1",-68.3,0.63,18,278,362
"RAD54L",-68.3,0.41,16,348,428
"C1orf130",-68.2,3.44,15,369,446
"FN3K",-68.1,2.03,17,433,515
"FHOD1",-68.1,1.96,12,340,410
"CYP4V2",-68.1,1.91,16,325,405
"HTR7",-67.9,0.124,17,494,578
"SLC46A1",-67.8,1.72,16,350,428
"ME3",-67.8,2.4,17,454,537
"B3GNT7",-67.8,4.29,15,533,613
"ALOX12",-67.7,0.0691,21,860,953
"GUSB",-67.6,1.55,14,309,384
"FERMT1",-67.6,0.338,16,299,379
"ATG4D",-67.6,0.557,13,299,373
"DDX39",-67.5,0.54,14,352,428
"GPR109B",-67.4,0.305,13,335,409
"FOLR1",-67.4,5.25,20,403,489
"SEMA3F",-67.4,0.421,16,622,704
"WFDC2",-67.4,3.57,15,348,425
"KPNA7",-67.3,4.57,15,402,480
"QSER1",-67.2,0.613,15,296,375
"CDC42SE2",-67.2,1.54,20,307,393
"LRBA",-67.2,1.64,15,345,425
"TBPL1",-67.2,0.563,12,486,556
"EPOR",-67.2,2.22,18,458,542
"CNTNAP3",-67.2,0.239,16,459,540
"ZNF488",-67.1,0.169,17,619,702
"AGPAT2",-67,2.1,14,385,462
"IKZF4",-67,1.63,12,277,348
"TSPAN3",-67,1.67,15,315,394
"RANBP1",-66.9,0.511,17,463,548
"PGAM1",-66.8,0.594,15,297,375
"USP46",-66.7,0.559,13,354,428
"FAM43A",-66.6,0.285,17,552,636
"PRRC1",-66.5,1.38,16,327,408
"SAE1",-66.5,0.673,13,301,374
"UBXN2A",-66.2,0.634,15,274,354
"ABCC6P1",-66.2,4.92,19,826,916
"KHSRP",-66.1,0.666,15,273,352
"EHBP1",-66.1,0.553,17,411,493
"LASS2",-66,1.55,15,331,409
"NOP56",-66,0.583,16,330,410
"SLCO3A1",-66,0.502,15,271,350
"GAPDH",-65.9,0.481,17,328,411
"RNF126",-65.9,0.626,16,321,402
"NCAPH",-65.9,0.437,16,401,483
"RUFY1",-65.8,1.45,19,346,432
"GPR161",-65.8,0.435,16,429,511
"PFN2",-65.8,0.354,17,282,364
"PWP1",-65.7,0.706,17,359,443
"MYC",-65.7,0.462,13,341,414
"CCDC149",-65.6,1.72,17,457,542
"BSPRY",-65.6,2.42,16,539,622
"KLHDC7A",-65.4,4.59,16,596,678
"TTF2",-65.3,0.567,15,317,396
"MCM8",-65.3,0.488,15,296,376
"CASC4",-65.3,1.47,16,355,436
"UCK2",-65.3,0.437,18,407,493
"LOC100125556",-65.3,0.504,14,320,397
"TRIM34",-65.3,1.77,16,338,419
"CDC25A",-65.2,0.424,14,411,488
"CCDC109A",-65.2,1.68,14,301,379
"TUSC2",-65.2,1.42,15,394,475
"TPD52L1",-65.1,0.3,18,553,640
"UST",-64.9,0.422,15,344,422
"SHROOM1",-64.9,2.06,16,388,470
"GPI",-64.9,0.503,16,311,392
"PHF17",-64.9,2.06,15,428,507
"FAM57A",-64.8,0.538,14,308,384
"DDX49",-64.8,0.619,15,376,455
"DUSP7",-64.8,0.494,16,302,383
"C10orf95",-64.7,3.44,13,542,617
"NUP93",-64.7,0.624,16,321,402
"TRIM7",-64.6,0.218,17,373,457
"C11orf52",-64.6,2.16,17,334,418
"RIPK3",-64.5,1.78,16,328,409
"GTF2H3",-64.5,0.652,16,308,391
"SH2D4A",-64.4,1.96,18,411,496
"MN1",-64.3,0.324,16,424,506
"FNDC3A",-64.1,1.58,20,342,431
"TIMM44",-64.1,0.631,18,347,433
"SGPP1",-64.1,1.9,19,474,563
"LOC284578",-64,5.35,15,310,390
"KDM3A",-63.9,0.629,16,296,378
"HK2",-63.9,0.428,15,340,422
"PSAT1",-63.9,0.33,15,362,443
"CENPN",-63.8,0.514,20,379,470
"C21orf91",-63.8,0.467,16,353,435
"PSME4",-63.8,0.659,19,408,497
"ULBP3",-63.7,0.43,15,277,357
"RBP1",-63.6,0.18,19,624,713
"ZNF343",-63.6,0.642,17,300,385
"KREMEN2",-63.6,0.077,21,455,547
"RRM1",-63.6,0.578,18,352,438
"PRPF19",-63.4,0.685,15,377,457
"ANG",-63.4,2.62,15,451,531
"C14orf33",-63.4,0.474,14,327,405
"NSUN7",-63.2,2.03,15,415,494
"LOC651250",-63.2,1.72,18,365,449
"SAMM50",-63.2,0.691,15,300,380
"MARCKS",-63.2,0.617,18,391,478
"COPZ2",-63.1,0.419,15,326,407
"ARPC2",-63.1,0.7,15,320,400
"CD44",-63.1,0.543,14,311,389
"IGSF9",-63,0.336,18,321,409
"TEX10",-63,0.596,14,406,485
"CAPN2",-62.9,1.61,17,368,454
"PPARGC1B",-62.8,0.442,18,372,459
"TCF20",-62.8,0.637,13,269,345
"TMEM41A",-62.7,0.591,14,307,385
"SLC9A3R2",-62.7,2.38,16,495,577
"PAPOLG",-62.7,0.654,15,340,421
"DDB2",-62.5,0.609,15,297,379
"NICN1",-62.5,1.64,17,393,478
"ARRB1",-62.5,2.66,17,488,572
"NECAB3",-62.4,1.86,17,320,404
"NDRG1",-62.4,0.364,21,337,429
"LOC100130691",-62.4,0.262,16,245,328
"CDC42BPA",-62.4,1.89,19,299,388
"LOC440173",-62.2,0.147,19,529,621
"DBR1",-62.2,0.681,18,388,475
"PRKAB1",-62.1,1.66,20,301,390
"CENPH",-61.9,0.492,17,346,431
"EXT1",-61.9,0.591,16,372,455
"PTPN14",-61.9,0.549,16,286,369
"SPDEF",-61.8,7.25,19,815,904
"HOPX",-61.8,4.59,15,450,531
"FXYD3",-61.8,0.281,18,424,512
"BRD4",-61.8,0.657,17,339,426
"CLDN7",-61.7,1.82,13,268,344
"DKC1",-61.7,0.593,16,352,434
"TUBB6",-61.7,0.504,15,367,448
"RAP1GAP",-61.6,2.97,18,266,352
"MSL2",-61.6,0.673,18,324,412
"WASF2",-61.6,0.633,20,316,407
"SH3GL1",-61.6,0.668,16,383,467
"ACVR1C",-61.5,0.261,18,565,655
"C1orf27",-61.5,1.5,17,323,409
"CERKL",-61.5,2.56,19,405,496
"TMPRSS2",-61.5,3.06,15,437,518
"RAB20",-61.5,1.95,17,437,522
"METTL7B",-61.4,3.77,14,295,374
"FEZ1",-61.4,0.368,16,366,450
"MYO6",-61.3,1.71,13,400,476
"SYNCRIP",-61.3,0.721,16,330,413
"ZIC2",-61.3,0.201,16,396,479
"TK2",-61.2,1.62,16,349,433
"KIAA0182",-61.2,1.79,17,455,542
"CTSL2",-61.2,0.228,19,601,693
"NXPH4",-61.1,0.19,20,559,652
"RAE1",-61,0.598,19,480,570
"MARVELD2",-61,1.6,16,358,442
"NINJ2",-61,2.52,13,399,474
"GAN",-60.9,0.499,19,315,404
"SOX21",-60.9,0.188,16,355,437
"SEPT5",-60.9,0.429,16,289,372
"HAUS2",-60.8,0.713,15,327,409
"POLR2H",-60.8,0.539,18,304,392
"WIZ",-60.8,0.651,16,312,396
"ATP8A1",-60.7,3.07,18,448,537
"HEY1",-60.7,0.291,15,417,498
"CCT4",-60.7,0.571,17,339,424
"FRMD8",-60.7,0.631,16,299,384
"RPL13P5",-60.6,1.79,19,331,420
"OIP5",-60.5,0.403,18,365,453
"C8orf83",-60.5,1.84,16,515,601
"KLC3",-60.5,0.331,17,389,475
"C1orf135",-60.4,0.422,17,417,504
"MAP3K7",-60.4,0.711,17,373,458
"SLC7A8",-60.4,0.287,18,328,416
"SULF2",-60.3,0.334,17,380,466
"RUVBL1",-60.3,0.584,18,432,520
"DOK4",-60.3,2.24,16,315,398
"GPD1L",-60.1,2.2,19,470,562
"RNASE4",-60.1,2.61,16,399,483
"NELL2",-60.1,0.222,20,442,534
"NUSAP1",-60.1,0.48,18,366,454
"PHF5A",-60,0.563,17,456,542
"DTL",-59.9,0.491,16,374,459
"HABP2",-59.8,10.2,18,605,696
"CREB3L1",-59.8,3.34,18,390,479
"BIRC5",-59.8,0.433,16,331,415
"SLC26A9",-59.8,6.07,16,346,429
"GNPTG",-59.7,1.53,16,358,443
"SNAPC1",-59.7,0.532,16,390,475
"TDRKH",-59.6,2.03,16,429,512
"EIF2C2",-59.3,0.544,15,324,407
"TMED5",-59.2,1.67,20,479,574
"SLC30A4",-59.2,0.55,17,296,383
"C2orf24",-59,1.36,17,353,440
"LOC647121",-59,2.47,16,462,547
"BCAS3",-59,0.623,18,330,419
"PRPF4",-58.9,0.623,16,332,417
"LIPH",-58.9,2.88,17,408,495
"NUP50",-58.9,0.672,18,369,458
"PCYT1B",-58.9,0.21,16,402,487
"CTDSPL2",-58.8,0.668,15,309,392
"TMCC2",-58.7,0.382,18,343,431
"ORC6L",-58.6,0.425,18,451,542
"ADAMTS17",-58.6,0.297,15,357,439
"SDHAP1",-58.6,0.52,17,286,373
"HAT1",-58.6,0.693,18,339,428
"CEP97",-58.6,0.546,19,394,485
"LOC401052",-58.6,2.06,18,413,502
"YPEL3",-58.6,1.75,17,408,495
"RNASE1",-58.5,3.3,18,344,432
"MRPS25",-58.5,1.67,16,336,421
"CAPN5",-58.5,3.27,15,469,552
"FAM109A",-58.5,1.63,19,362,452
"LDLRAD3",-58.4,0.421,17,472,560
"PRR5",-58.4,0.548,15,332,414
"C9orf125",-58.4,0.317,18,512,602
"CENPO",-58.4,0.564,19,408,500
"IQCB1",-58.3,0.577,20,352,446
"XIAP",-58.3,1.34,18,352,442
"GGCX",-58.2,1.65,17,278,366
"HELLS",-58.2,0.441,20,436,530
"FAM8A1",-58.2,1.56,18,386,476
"DNAJB1",-58.1,0.542,17,516,606
"KIF23",-58.1,0.444,20,526,621
"HSPB1",-58,0.447,21,326,420
"KIAA1908",-58,2.48,15,365,449
"HAS3",-57.9,0.266,17,449,537
"SLC7A1",-57.8,0.522,20,388,483
"CXCL17",-57.8,3.03,18,379,467
"RFX7",-57.7,0.663,15,281,365
"MAPK12",-57.7,0.453,19,362,455
"SH3RF1",-57.6,1.67,18,367,456
"KLHDC5",-57.6,0.565,16,597,684
"SPSB2",-57.5,1.97,18,383,474
"EXOSC2",-57.4,0.656,19,368,459
"LOC728554",-57.4,0.423,20,309,403
"ATXN10",-57.3,0.697,19,343,435
"FYCO1",-57.2,1.71,17,440,529
"UBXN10",-57.2,3.57,20,601,696
"B4GALT4",-57.2,0.41,20,470,565
"HBS1L",-57.1,0.668,16,403,491
"C6orf114",-57.1,0.427,16,424,512
"PIGR",-57,6.14,20,332,426
"GNB1L",-56.9,0.512,19,369,461
"GJA3",-56.9,0.13,18,640,730
"DRG1",-56.8,0.614,19,407,499
"GLB1",-56.7,1.44,17,342,431
"GDPD1",-56.7,2.21,19,445,539
"FKBP4",-56.7,0.496,20,466,562
"NTF4",-56.6,0.359,22,607,708
"NKPD1",-56.5,0.268,19,374,466
"GJB3",-56.5,0.268,20,528,623
"COMMD2",-56.5,0.592,19,454,546
"GHR",-56.4,0.239,17,433,523
"CYP2B7P1",-56.4,6.19,17,447,535
"APEX2",-56.3,0.684,15,372,455
"TMEM44",-56.3,0.502,15,324,409
"ZNF770",-56.2,0.631,17,354,442
"PPM1L",-56.2,0.37,17,392,481
"PHC2",-56.2,1.51,21,402,499
"OVGP1",-56.1,2.96,20,439,534
"RAD51AP1",-56,0.436,19,408,502
"TMEM59",-56,1.55,19,385,478
"PARP3",-56,1.56,15,355,440
"PLEKHG3",-56,0.496,18,420,512
"EMILIN3",-55.9,0.0859,21,665,766
"PTP4A2",-55.9,1.41,22,359,457
"ZSCAN16",-55.8,1.79,22,428,527
"BUB1B",-55.7,0.448,17,436,526
"TMEM106A",-55.7,1.71,16,413,499
"SKA1",-55.7,0.422,17,463,553
"SCHIP1",-55.6,0.497,20,498,595
"CDCA3",-55.5,0.447,17,373,463
"METAP1",-55.5,0.647,19,328,421
"IL1RAP",-55.5,0.444,14,293,375
"SNED1",-55.5,2.07,17,409,499
"RCC2",-55.5,0.606,17,441,532
"PHLDB3",-55.4,0.513,19,352,447
"SLC3A2",-55.4,0.567,19,358,452
"LRFN1",-55.4,0.375,20,435,533
"SLC38A2",-55.3,0.594,16,440,527
"CRYAB",-55.2,0.196,19,463,558
"ERRFI1",-55.2,2.7,14,512,594
"CCDC58",-55.2,0.529,20,435,532
"CHCHD6",-55.2,0.572,19,326,421
"FAM177A1",-55.1,1.85,19,462,557
"ZFYVE16",-55.1,1.38,16,362,450
"RCN2",-55.1,0.572,19,447,541
"CD151",-55.1,1.67,19,419,514
"ECT2",-55.1,0.465,18,382,474
"LOC100130776",-55.1,0.486,18,422,516
"SR140",-55,0.622,19,372,467
"SLC25A12",-55,0.712,18,337,429
"VRK2",-55,0.613,16,376,465
"RFC5",-54.9,0.576,17,356,447
"CSK",-54.9,0.69,18,381,473
"LTA4H",-54.9,1.82,15,411,495
"GPRC5D",-54.8,0.269,20,374,470
"FAM63A",-54.8,1.66,17,344,435
"WDR43",-54.7,0.652,19,405,499
"SCNN1A",-54.7,2.29,19,363,458
"FAM83G",-54.6,0.491,18,327,420
"CASD1",-54.6,1.66,20,698,796
"QTRTD1",-54.5,0.694,18,324,417
"KDM2B",-54.5,0.691,19,379,474
"CSNK1G1",-54.3,0.696,20,382,480
"PRSS16",-54.3,1.76,22,424,526
"H2AFY2",-54.3,0.421,17,542,633
"TFDP2",-54.3,0.529,18,431,526
"SIAE",-54.2,1.93,20,381,479
"RASD1",-54.2,4.89,20,517,615
"UNC13B",-54,2.2,18,445,539
"MPPED2",-53.9,0.161,23,489,594
"SHROOM2",-53.9,0.55,19,359,454
"CFI",-53.9,2.32,20,430,527
"CTNNA1",-53.9,1.38,20,437,533
"POLR3GL",-53.9,1.46,18,349,442
"ANXA11",-53.8,1.46,18,445,538
"APOBEC3C",-53.8,0.624,19,329,424
"CDK2AP2",-53.8,1.86,17,427,518
"PAG1",-53.8,2.18,17,455,545
"CCDC86",-53.8,0.625,18,397,490
"NUP205",-53.7,0.634,16,380,469
"MSH6",-53.7,0.59,17,446,538
"CEP68",-53.6,0.678,18,329,422
"SLC44A3",-53.6,2.33,22,878,983
"UNC119",-53.6,0.652,21,327,427
"C3orf18",-53.5,1.76,18,435,529
"FAM131C",-53.5,0.198,23,835,941
"CDKN2D",-53.5,0.567,21,496,596
"ZNF429",-53.5,1.95,21,410,509
"WDR72",-53.4,0.251,21,613,713
"CCDC85C",-53.4,0.572,19,384,481
"AQP5",-53.4,10.4,14,280,363
"TMEM132A",-53.4,0.451,17,428,520
"PALM3",-53.3,3.6,19,378,474
"ERF",-53.3,0.617,23,455,559
"ZSCAN5A",-53.2,0.611,19,360,456
"UFD1L",-53.2,0.624,20,439,536
"PPP2R2B",-53.2,0.228,18,227,320
"FNIP2",-53.2,2.12,16,400,489
"TADA2B",-53.1,1.35,19,432,527
"DUSP11",-53.1,0.664,21,553,654
"HMGXB4",-53,0.683,20,475,574
"SREBF2",-53,0.643,16,279,368
"CNOT8",-53,1.5,20,462,559
"WSB1",-52.9,2.1,21,377,477
"MAP7D3",-52.8,0.557,21,516,617
"EHHADH",-52.8,0.571,17,384,475
"PKMYT1",-52.7,0.461,20,400,498
"MRPL3",-52.7,0.642,17,328,421
"PBLD",-52.7,2.65,20,383,483
"UBR1",-52.7,1.42,16,311,401
"SERTAD2",-52.7,0.595,19,421,516
"TROAP",-52.6,0.434,20,443,543
"COPS7A",-52.6,0.69,19,453,550
"TCTEX1D2",-52.5,0.422,16,412,502
"RHOBTB2",-52.5,2.93,19,532,628
"TSPAN13",-52.5,1.94,18,470,563
"KCNG1",-52.5,0.0842,21,1220,1320
"BID",-52.4,0.541,20,410,509
"DDR1",-52.4,0.605,18,309,403
"CREB3L2",-52.4,1.64,18,415,510
"SNORD1C",-52.4,0.486,17,384,476
"EEFSEC",-52.3,0.716,20,372,468
"NOD1",-52.3,1.74,20,391,490
"DOK1",-52.3,1.58,18,409,504
"XRCC3",-52.3,0.555,15,332,418
"HK1",-52.2,0.652,20,367,466
"XPO1",-52.2,0.694,20,413,512
"XAGE1D",-52.1,7.89,16,508,597
"KIF9",-52.1,1.79,18,495,589
"RAG1",-52,0.351,17,575,666
"HEMK1",-52,1.52,15,365,452
"CRKL",-52,0.538,21,1110,1210
"FAM173A",-52,1.78,19,435,533
"GTSE1",-52,0.485,18,428,523
"NPC2",-52,2.26,18,373,467
"DIRC2",-51.9,0.649,20,394,493
"C15orf23",-51.8,0.553,16,419,509
"SPHK1",-51.8,0.421,21,498,598
"SRRM3",-51.8,0.34,21,391,493
"RAB19",-51.8,3.07,22,861,965
"KIF18B",-51.7,0.453,20,381,480
"PARP4",-51.7,1.48,19,421,519
"ELF4",-51.7,0.673,20,407,506
"RAD23A",-51.7,0.705,20,392,490
"GLI2",-51.7,0.279,17,259,353
"CMPK1",-51.6,1.41,19,423,521
"ADIPOR2",-51.6,0.643,23,553,657
"GAS2L1",-51.6,0.584,18,390,484
"STXBP1",-51.6,2.07,22,425,527
"BTD",-51.5,1.63,20,414,515
"TNFSF15",-51.5,2.89,20,421,521
"ANKRD13B",-51.4,0.407,20,351,451
"CDCA5",-51.4,0.483,20,449,547
"MT1X",-51.3,0.313,19,548,645
"TPX2",-51.3,0.454,19,460,556
"WDR75",-51.3,0.688,18,374,470
"C18orf54",-51.2,0.529,18,472,568
"SDSL",-51.1,2.16,19,501,600
"GABPB1",-51.1,0.738,16,363,454
"LGALS3BP",-51,1.65,19,401,498
"RASSF9",-51,0.313,20,419,518
"PPP1R2",-51,0.679,20,439,540
"GCET2",-51,0.389,21,424,527
"CLTCL1",-51,0.414,16,473,564
"ABHD14B",-51,1.54,21,370,472
"ARHGDIB",-50.9,1.81,21,439,540
"IBTK",-50.9,1.39,25,441,551
"JMJD7-PLA2G4B",-50.8,0.541,20,353,453
"MCM4",-50.8,0.515,18,446,540
"FAM46A",-50.8,2.3,18,513,609
"GNS",-50.8,1.6,20,390,489
"PLXND1",-50.8,1.83,20,442,540
"KCTD14",-50.8,2.57,22,469,573
"IFI16",-50.7,0.54,20,512,612
"LOC728643",-50.7,0.534,24,559,668
"WTAP",-50.7,0.723,18,429,524
"TPRG1",-50.7,0.215,22,622,727
"PLA2G12A",-50.7,1.4,19,461,559
"SDHAP3",-50.6,2.58,18,466,563
"SERPINB4",-50.6,0.0636,16,675,766
"LRRC1",-50.6,0.615,16,401,492
"BCL7A",-50.6,0.64,22,379,483
"ALDOC",-50.5,0.476,17,405,500
"C8orf4",-50.5,2.89,19,433,530
"GMPPB",-50.4,1.39,21,401,502
"CIT",-50.4,3.5,18,178,273
"BRPF3",-50.4,1.55,17,372,466
"RBM19",-50.3,0.563,20,285,386
"GFPT1",-50.3,1.64,19,470,568
"CORO1C",-50.2,0.649,24,446,552
"CEP152",-50.2,0.531,20,415,515
"PCNA",-50,0.57,18,466,563
"TRMT6",-49.9,0.639,16,423,514
"LRRC27",-49.9,1.79,23,678,788
"CST3",-49.9,1.76,19,423,521
"LRP10",-49.9,1.49,18,387,484
"HNRNPM",-49.9,0.771,17,440,534
"EPS15L1",-49.8,0.715,18,436,533
"LOC84856",-49.8,0.251,17,457,552
"ZNF281",-49.7,1.69,21,414,518
"B3GALNT2",-49.7,0.68,21,371,473
"GEMIN8P4",-49.5,0.502,18,358,453
"KLHL21",-49.4,0.624,19,438,538
"D4S234E",-49.4,0.149,21,718,823
"VRK1",-49.4,0.564,18,507,603
"PDK1",-49.3,0.525,20,392,493
"APAF1",-49.3,1.39,18,415,512
"HIST1H2BH",-49.3,0.177,20,653,754
"FOXP1",-49.3,1.63,22,485,591
"IRX5",-49.3,2.45,18,311,409
"PRKAR1A",-49.2,1.39,20,438,538
"XPNPEP1",-49.2,0.733,21,431,535
"BIN1",-49.2,1.67,18,454,552
"SPIRE2",-49.2,2.3,20,454,554
"FAM20B",-49,0.671,20,378,479
"ZSWIM5",-49,2.09,21,454,557
"FGF11",-49,0.362,20,411,514
"RNF187",-49,0.705,22,518,624
"SPC25",-49,0.466,18,463,560
"TPRA1",-48.9,0.742,21,341,445
"ECSIT",-48.9,0.666,18,391,488
"RNASEH2A",-48.9,0.527,24,518,629
"ANTXR2",-48.9,1.78,22,406,512
"TMEM41B",-48.9,1.44,17,394,488
"CASC5",-48.9,0.465,20,467,568
"ZNF75D",-48.9,1.57,22,474,580
"SELENBP1",-48.9,3.36,21,616,719
"CBWD3",-48.9,0.529,16,331,423
"TAPT1",-48.9,1.72,18,459,556
"PLXNA1",-48.8,0.543,19,453,553
"ZFYVE20",-48.8,1.41,22,400,506
"HKDC1",-48.7,4.64,25,916,1030
"ZNF131",-48.7,0.626,20,476,578
"HLA-DMA",-48.6,2.12,20,433,536
"MGAT4A",-48.6,1.91,20,530,631
"NDUFB5",-48.6,0.533,21,442,546
"RAD54B",-48.5,0.527,18,548,647
"UCN2",-48.5,0.142,25,807,920
"FAM117B",-48.5,0.545,17,317,412
"SFXN3",-48.4,1.62,18,427,524
"ELP4",-48.4,0.713,21,428,531
"TMC4",-48.4,1.85,21,431,536
"ESCO2",-48.4,0.473,20,394,494
"P2RX4",-48.4,1.52,21,444,548
"EPCAM",-48.4,1.93,22,496,599
"TMEM219",-48.4,1.49,19,384,484
"SDK2",-48.3,0.241,23,651,759
"LRP12",-48.3,0.471,18,393,492
"PISD",-48.2,0.689,18,553,651
"BRIP1",-48.2,0.467,20,428,530
"NOTCH3",-48.2,0.514,20,396,497
"HSPBAP1",-48.2,0.666,21,386,488
"HOXC8",-48.1,0.25,21,473,579
"MAPK9",-48.1,1.47,22,497,603
"LRRC4",-48.1,0.258,19,353,454
"CN5H6.4",-48,0.428,19,429,531
"PGPEP1",-48,1.57,17,485,580
"PUS7",-48,0.589,24,448,559
"KLF5",-48,0.486,20,400,503
"FLJ44635",-47.9,3.49,18,360,457
"PSEN2",-47.9,1.48,18,397,496
"XG",-47.9,0.167,22,730,837
"GRAMD1A",-47.9,1.67,20,477,579
"TEC",-47.8,1.81,24,568,678
"INPPL1",-47.8,1.57,21,542,646
"PRRG4",-47.8,0.532,20,340,445
"TMEM105",-47.7,2.73,20,454,556
"GSG2",-47.7,0.505,21,441,547
"GPR116",-47.7,3.35,20,581,683
"RPF2",-47.7,0.659,21,376,480
"CIRH1A",-47.7,0.687,22,406,511
"SLC4A2",-47.7,1.46,20,478,581
"MYO5A",-47.7,0.591,21,375,481
"YBX1",-47.7,0.66,19,512,611
"SFTPB",-47.7,3.82,20,495,598
"SYTL3",-47.7,2.1,25,727,840
"SNRPD3",-47.6,0.68,23,488,598
"ODZ4",-47.6,0.404,18,445,544
"PLK1",-47.6,0.503,23,450,559
"CASK",-47.5,0.638,19,403,503
"FBXO38",-47.5,1.35,18,416,513
"LMO4",-47.5,0.494,22,439,548
"MAGEF1",-47.5,0.544,20,337,441
"ARFIP1",-47.5,1.35,20,421,524
"PNO1",-47.5,0.623,17,441,536
"TRIM59",-47.5,0.511,19,416,517
"MTERFD2",-47.5,1.35,21,458,563
"ATAD3C",-47.4,2.67,18,478,575
"SMCR7L",-47.4,0.668,23,781,892
"KREMEN1",-47.4,0.445,17,587,683
"GSTM2",-47.3,0.245,20,342,446
"ABI1",-47.3,0.738,18,396,496
"ASL",-47.2,1.64,22,434,541
"LPAR5",-47.1,0.475,19,374,475
"ITGB4",-47.1,0.436,18,443,542
"EIF3D",-47.1,0.701,20,492,596
"ZNF326",-47.1,0.704,23,404,513
"DNAH2",-47,3.17,21,508,615
"DCUN1D5",-47,0.573,22,586,693
"DUS3L",-47,0.63,22,463,572
"TMBIM4",-47,1.68,19,544,644
"WNT7B",-46.9,0.413,19,386,487
"LACTB2",-46.9,1.77,22,478,585
"SBSN",-46.9,0.0496,26,866,982
"PI4K2B",-46.9,1.46,16,448,541
"LYSMD4",-46.8,0.634,24,509,621
"CTSO",-46.8,1.71,18,457,556
"PCDP1",-46.7,3.58,22,507,615
"XPOT",-46.7,0.574,19,537,640
"FLYWCH1",-46.7,0.652,21,375,481
"R3HDM1",-46.7,0.691,22,381,488
"SLC1A7",-46.7,23,26,816,935
"SHPRH",-46.7,0.662,16,367,461
"RQCD1",-46.7,0.696,23,453,563
"SVIP",-46.6,1.71,22,567,674
"NUDT10",-46.6,0.167,22,831,941
"SNRPA1",-46.5,0.627,22,460,567
"C2orf67",-46.5,1.49,22,439,546
"KIF7",-46.5,0.446,21,376,483
"ATR",-46.5,0.671,20,433,537
"AURKB",-46.5,0.448,19,468,570
"C17orf68",-46.5,1.55,23,485,596
"NDE1",-46.5,0.596,19,467,569
"MTUS1",-46.5,1.71,21,408,516
"CDCA2",-46.4,0.48,20,467,572
"PPAN",-46.4,0.621,20,418,521
"TESC",-46.3,12.3,22,1140,1250
"PIAS2",-46.3,0.594,23,488,599
"ARHGAP42",-46.3,1.85,24,434,547
"OVOL1",-46.2,0.364,22,387,496
"CDK5R1",-46.2,0.432,25,576,689
"BEAN",-46.1,4.67,25,699,814
"RG9MTD1",-46.1,0.641,20,418,521
"RNASEH1",-46.1,0.691,22,423,531
"CKMT1B",-46.1,0.348,20,413,516
"FMN1",-46.1,2.38,24,392,504
"CPEB4",-46.1,1.62,21,490,597
"MAGI3",-46,2.02,19,446,547
"RFWD3",-46,0.662,19,396,498
"CABLES1",-46,2.37,20,537,641
"CLN3",-46,1.43,20,400,505
"SENP1",-46,0.721,24,404,516
"PPP1R2P3",-46,0.676,21,381,486
"CRELD1",-45.9,1.58,22,465,573
"C11orf41",-45.9,0.128,17,698,795
"FAM83E",-45.9,2.18,18,444,544
"SLC20A2",-45.9,0.487,23,447,557
"ZBTB7C",-45.8,0.346,21,353,461
"MLF2",-45.8,0.668,22,468,578
"MTHFR",-45.8,1.62,20,402,505
"PSMD11",-45.8,0.626,19,394,497
"NRCAM",-45.7,0.182,27,663,781
"CCT7",-45.7,0.712,23,462,573
"IFNAR1",-45.7,1.33,21,424,532
"EIF2A",-45.6,0.695,21,437,544
"KIAA1370",-45.6,1.47,22,372,481
"ALG1",-45.6,1.44,19,562,664
"C10orf58",-45.5,0.63,20,379,485
"PAM",-45.5,1.89,21,852,960
"C9orf68",-45.5,2.25,23,421,533
"ELK4",-45.5,0.665,23,433,544
"LRRC57",-45.4,0.741,24,402,515
"SH3KBP1",-45.4,1.74,24,547,660
"FDXR",-45.4,0.573,20,394,499
"AGR3",-45.3,3.96,24,501,615
"REEP5",-45.3,1.4,18,421,521
"ZNF493",-45.3,2.12,22,547,657
"GSTM4",-45.3,0.421,19,282,384
"GOT2",-45.3,0.669,17,442,540
"C11orf75",-45.3,1.58,24,471,584
"MAP2K5",-45.2,0.746,22,458,567
"DNAJC28",-45.2,1.66,25,480,594
"GRAMD3",-45.2,1.73,28,590,712
"C9orf64",-45.2,1.36,24,477,592
"FZR1",-45.2,0.721,19,349,452
"CA13",-45.1,2.25,24,494,605
"STBD1",-45.1,2.02,24,510,624
"DCAKD",-45.1,0.662,25,418,533
"PCDHAC1",-44.9,3.44,25,627,743
"ZNF543",-44.9,0.68,20,388,494
"CACNA1D",-44.9,3.34,23,585,698
"ATRN",-44.9,0.637,26,392,509
"CENPA",-44.8,0.457,24,542,657
"IPO13",-44.8,0.729,25,457,573
"DRAM1",-44.8,2.46,22,529,638
"SHISA4",-44.7,1.73,19,464,568
"KIAA0141",-44.7,1.4,19,393,496
"SMC2",-44.7,0.583,22,468,577
"FICD",-44.7,1.56,22,424,533
"VKORC1L1",-44.7,1.45,18,491,592
